datetime,open,high,low,close,volume,rvgi1,rvgi2,StochRSI1,StochRSI2,rsi1,rsi2,rsi_ema200,ema20,ema50,ema200,macd_fast,macd_slow,macd_hist
2023-05-05 12:10:00,482.75,484.2,482.5,483.85,6267,0.3129506634197296,0.7708121397953858,0.5608007580513179,0.05397254501650879,0.46647200835872416,0.3364405210612591,0.6227465533709484,484.6033940172384,486.8008099093224,478.2987949172159,-2.1188136636172885,-2.1591708775814364,0.04035721396414793
2023-05-05 12:15:00,483.85,484.95,482.95,483.5,5451,0.3234026163760752,0.7696275326995312,0.7231511954026021,0.08295922185965551,0.44623433909347887,0.32687435334330095,0.6176155253987585,484.49830887273947,486.67136638346665,478.35054820162173,-1.945303300970238,-2.116397362259197,0.17109406128895888
2023-05-05 12:20:00,483.85,483.85,482.45,483.0,2007,0.30767229430409504,0.7567076272353279,0.8571348035277342,0.11365115729077996,0.41697544836139755,0.3131482179473841,0.6112003560219765,484.35561278962143,486.52739123117385,478.3968114035956,-1.8270794749536208,-2.058533784798082,0.23145430984446103
2023-05-05 12:25:00,483.0,484.25,483.0,483.95,4924,0.28873155080431656,0.7413489463433598,0.925215503764339,0.13278375180558094,0.48752890152170325,0.3415655968171394,0.6080686462696674,484.3169830001337,486.4263170652455,478.45206701152006,-1.637849075938334,-1.9743968430261323,0.3365477670877983
2023-05-05 12:30:00,483.95,486.0,483.95,485.05,8914,0.3056104721104264,0.7423015713942804,0.9416331151950323,0.14763812545808375,0.5593371228598403,0.3738703963489971,0.6082449848294051,484.3867941429781,486.37234384700054,478.5177180860323,-1.3831774063287412,-1.856152955686654,0.47297554935791286
2023-05-05 12:35:00,485.65,485.95,484.85,484.85,2359,0.28097412538679295,0.7245623954814826,0.9594827023260536,0.16940302707055555,0.5443078230079905,0.3681008971232653,0.6077337236644307,484.430908986504,486.31264408829463,478.58072586627077,-1.1838400309214876,-1.7216903707336209,0.5378503398121333
2023-05-05 12:40:00,484.85,485.5,484.2,484.2,447,0.2689110877462131,0.7114461247089099,0.9616336391470373,0.19169353603868763,0.495391430340114,0.3492764309098346,0.6049953053825896,484.408917654456,486.2297953005184,478.63663904173075,-1.0660248219166988,-1.5905572609702365,0.5245324390535377
2023-05-05 12:45:00,484.2,484.95,483.95,484.15,1046,0.24690036970396967,0.6929533407217561,0.9408941171732292,0.19913560383790704,0.49155898342769433,0.3478186021664318,0.6021092456605479,484.3842588302221,486.14823470049805,478.6914983547484,-0.9655596317059008,-1.4655577351173694,0.49999810341146866
2023-05-05 12:50:00,484.95,484.95,484.45,484.5,877,0.2086566671088836,0.6653676359926357,0.9028413531037077,0.19348697054826228,0.5210304094604664,0.35865305162847605,0.6005967981681901,484.3952817987724,486.08359804557654,478.74929439101953,-0.8479238316067494,-1.3420309544152453,0.4941071228084959
2023-05-05 12:55:00,484.5,485.2,484.5,485.2,3395,0.18546033830074926,0.6427909747886933,0.8961858896542615,0.19257842871679062,0.5772726887222821,0.38030644209022535,0.6016659527520289,484.47192162746074,486.0489471418284,478.813480516482,-0.6902556254709111,-1.2116758886263785,0.5214202631554674
2023-05-05 13:00:00,485.2,485.75,483.6,483.95,3427,0.22516283035597462,0.6495722439233829,0.8953569095606415,0.1958955612276594,0.4694250386413894,0.34255527782110096,0.5978029633629784,484.4222148057978,485.9666354892077,478.8645901630842,-0.6585753428804537,-1.1010557794771936,0.44248043659673986
2023-05-05 13:05:00,483.95,485.0,483.85,483.85,3766,0.21717682091647605,0.636451325020845,0.8699866115830084,0.19725123512103246,0.46150522439721153,0.33955568749988463,0.5936169999074679,484.3677181576266,485.88363017590547,478.9141962311132,-0.6342266845218205,-1.007689960486119,0.3734632759642984
2023-05-05 13:10:00,483.85,484.2,483.4,484.0,1776,0.19647835989179419,0.6169722623876188,0.7942995583977588,0.1850003455128437,0.4762230275783159,0.3443981111209522,0.5901443181432953,484.33269738070976,485.80976232586994,478.9648012437389,-0.5959566338473792,-0.925343295158371,0.3293866613109918
2023-05-05 13:15:00,484.0,484.0,483.25,483.3,3970,0.17751976208827436,0.5972752717678236,0.7015558960166945,0.16982191955364578,0.4157881616420763,0.3228897548679488,0.5839483136248091,484.2343452492136,485.71134027387507,479.0079375497714,-0.615021903161221,-0.863279016758941,0.24825711359772007
2023-05-05 13:20:00,483.3,483.9,483.3,483.8,264,0.15593770208087254,0.5754052737655806,0.6417110478440442,0.15850508292510662,0.46921979755934207,0.3394556541688494,0.5802522532076382,484.1929790350028,485.63638575333096,479.0556197632065,-0.5830642434707443,-0.8072360621013017,0.22417181863055746
