datetime,open,high,low,close,volume,rvgi1,rvgi2,StochRSI1,StochRSI2,rsi1,rsi2,rsi_ema200,ema20,ema50,ema200,macd_fast,macd_slow,macd_hist
2023-05-05 13:25:00,483.95,483.95,483.25,483.3,3178,0.14232663964146752,0.5563565483352482,0.5968776463716361,0.1503091447924908,0.42458807548792576,0.32384323595339626,0.5745562513184055,484.10793341262155,485.5447627826121,479.0978524023786,-0.5912676241295571,-0.7640423745069528,0.17277475037739565
2023-05-05 13:30:00,483.3,483.5,482.5,482.9,2300,0.14333127580008692,0.5439457085196107,0.5689097984521524,0.14376273917333382,0.39051296806591096,0.3113392105249524,0.5673619470503826,483.992892135229,485.4410465950587,479.13568471678275,-0.622865513544582,-0.7358070023144786,0.11294148876989663
2023-05-05 13:35:00,482.95,483.35,482.9,483.1,1334,0.12189482422238361,0.5212216275517232,0.5179341940703525,0.13292956777579812,0.4156975467578349,0.3182666078511296,0.5613884976837009,483.9078547890167,485.3492408462329,479.1751306399988,-0.6245690962651906,-0.713559421104621,0.08899032483943037
2023-05-05 13:40:00,483.1,483.8,483.1,483.8,1285,0.11447337593906749,0.5042977509925224,0.5008753142955843,0.1300724004612644,0.4986738867034648,0.34252681289270925,0.5592610171152432,483.89758290434844,485.28848630324336,479.2211492405959,-0.5629457596928091,-0.6834366888222586,0.12049092912944948
2023-05-05 13:45:00,483.8,484.35,483.55,483.55,3723,0.11244826854664174,0.4900011814584461,0.49830958958679067,0.13423580078412178,0.4716535557336762,0.33432678879775124,0.5559216632430402,483.86447977060095,485.22031036978285,479.2642223824805,-0.5281930514416331,-0.6523879613461335,0.12419490990450044
2023-05-05 13:50:00,483.55,484.2,482.3,482.75,5104,0.15530821573144316,0.4978651432157472,0.46379192586182444,0.14065358678029033,0.39288655830393926,0.30816815318207125,0.5490210938696469,483.75833884006755,485.1234354533208,479.2989067368837,-0.5587635159007505,-0.6336630722570569,0.07489955635630641
2023-05-05 13:55:00,482.75,482.75,481.3,481.6,2882,0.17216400528726478,0.4965843991544651,0.3437677813012717,0.12882073628501747,0.30459180395747376,0.27142523946888897,0.5381599555568339,483.5527827600611,484.9852615139749,479.32180318726296,-0.6680849508371125,-0.640547447973068,-0.02753750286404455
2023-05-05 14:00:00,481.6,482.75,481.25,482.65,4506,0.1879785991617171,0.49633569314620346,0.22271852810826215,0.10720970048383437,0.42910901303288473,0.3092099714577483,0.533089090375114,483.4668034495791,484.8936826310739,479.35491957345937,-0.6623614602506223,-0.6449102504285789,-0.0174512098220434
2023-05-05 14:05:00,482.65,482.65,481.05,481.9,3979,0.20496479898928133,0.4980603659061656,0.1799574888586521,0.08298590709997249,0.37179457261475224,0.28521607378966496,0.525453201853364,483.31758407342875,484.77628331220825,479.38024375680806,-0.710158025058945,-0.657959805354652,-0.05219821970429295
2023-05-05 14:10:00,481.9,481.9,481.45,481.9,1041,0.17232225228626763,0.47713571013880424,0.2357764274324686,0.0760182019262834,0.37179457261475224,0.2852160737896652,0.5178932923218804,483.18257606643556,484.6634878882001,479.40531595823285,-0.7395125071730604,-0.6742703457183337,-0.06524216145472672
2023-05-05 14:15:00,481.9,482.95,481.85,482.55,1377,0.17192012734884488,0.4697951954517113,0.29713479669549686,0.07413354854205788,0.4487503558363163,0.3090995460556156,0.5139203959604117,483.12233072677503,484.58060601023146,479.4366063467081,-0.7022316882348605,-0.6798626142216391,-0.022369074013221413
2023-05-05 14:20:00,482.55,483.5,482.3,482.8,1080,0.17563810269396818,0.46470616967711104,0.3753421764016581,0.08363589211326777,0.47688137859476265,0.3182830397772787,0.511270758335086,483.0916325623203,484.5107783235557,479.4700729502235,-0.6450774091438234,-0.6729055732060759,0.027828164062252525
2023-05-05 14:25:00,483.0,483.2,482.0,482.0,3261,0.1786800825217963,0.45981671354073056,0.4382445976783904,0.091597923964349,0.4014370148196029,0.2914292480401912,0.5052046669918298,482.987667556385,484.4123164285143,479.49524635370386,-0.6567647698657311,-0.6696774125380069,0.012912642672275876
2023-05-05 14:30:00,482.0,482.45,481.85,481.85,1677,0.15688705516284507,0.4433372472336678,0.4684645324930426,0.09496888592250484,0.388184694716603,0.28640306449827624,0.4985941801166822,482.87931826530075,484.31183343131767,479.5186767382441,-0.6704028471280026,-0.669822499456006,-0.0005803476719965506
2023-05-05 14:35:00,481.85,481.9,481.5,481.9,2153,0.13096242309949424,0.4235767833244147,0.43754884211862616,0.08553113973046214,0.39522796586916276,0.2883367630342968,0.4923708809488745,482.78604985908163,484.21725172812876,479.54237149706756,-0.6694594279218222,-0.6697498851491692,0.0002904572273469963
2023-05-05 14:40:00,481.9,482.0,481.5,481.5,2296,0.11379834715976735,0.406554865159896,0.3845426340137025,0.07140158702254193,0.35603370646138277,0.2745607860036574,0.48442091942631427,482.66356892012146,484.11069283682957,479.56185038764403,-0.6929999464591106,-0.6743998974111575,-0.018600049047953093
2023-05-05 14:45:00,481.55,482.25,481.55,481.8,1818,0.10784898561510874,0.3941277243807669,0.3784807292179812,0.061910267399956385,0.4029809916350995,0.28652466137789,0.47869244829619095,482.58132426106226,484.02007743146373,479.5841205330406,-0.6796143134446879,-0.6754427806178636,-0.0041715328268243645
2023-05-05 14:50:00,481.8,482.05,480.15,481.0,6426,0.15154516606019125,0.40575142955287996,0.35076178312358586,0.05246850372104237,0.32540690551531404,0.2586342798628989,0.4694809711352672,482.4307219504849,483.90164302238674,479.59820888594567,-0.7251997654881279,-0.6853941775919165,-0.03980558789621147
2023-05-05 14:55:00,480.7,481.25,478.4,478.75,19943,0.2257429596711616,0.4355737462681994,0.30360449418835045,0.041696213969193194,0.18866999833306483,0.18429345303743006,0.4541213162483624,482.08017700281965,483.6996178058225,479.5897689965333,-0.9321376579382559,-0.7347428736611843,-0.19739478427707158
